"number"	"Programme"	"Priority"	"Approved.Intervention.Rate"	"Grant.Award"	"total.actual.spend"	"Absorption.Capacity.2"	"Degree.Centrality"	"Eigenfactor"	"Betweenness.Centrality"	"Cohesive.Subgroup"	"LADC"	"ProjDC"	"BTC"	"EVC"	"Kcore"	"New.Type.Organisation"	"Type.Expenditure"	"Percentage.achieved"
"378"	377	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99898473	742400	1330710.59	28.19425451	15	0.035358557	0.008705703	1	4	51	0.000995529	0.010173161	19	"Economic and Social Development Body"	"Capital"	156.8725455
"379"	378	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99985289	270252.03	514863.19	83.48607054	17	0.048130945	0.007323623	0	10	124	0.012833128	0.068285551	26	"Local Authority"	"Capital"	67.06586826
"380"	379	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	40	87010	206681.58	9.389582807	9	0.00362417	0.003301649	2	5	72	0.006495672	0.007782477	22	"Further Education"	"Capital"	139.1608392
"381"	380	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	43.45531442	96172.26	219603.99	67.38497964	4	0.000147918	0.000589918	1	2	9	4.63e-05	0.000115467	8	"Voluntary Sector"	"Capital"	125.3443526
"382"	381	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99962594	120302	241719.63	7.47803546	2	0.000259081	0.00052082	1	3	44	0.00178266	0.003855782	19	"Further Education"	"Capital"	162.5
"383"	382	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	39.99983361	192316	427213.51	66.66029593	18	0.012819975	0.00929664	0	4	40	0.003194374	0.002108276	17	"Voluntary Sector"	"Capital"	63.15789474
"384"	383	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	35.62052976	429346	1205332.71	5.671446812	30	0.008084234	0.007509758	1	4	53	0.000295074	0.005490667	28	"Voluntary Sector"	"Capital"	8.065552699
"385"	384	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.50451331	336941	728356.79	0	9	0.004926003	0.002058009	13	4	138	0.009355966	0.030900916	29	"Voluntary Sector"	"Capital"	138.8489209
"386"	385	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00015016	104885	233077	57.99860132	15	0.001841308	0.006815984	4	3	109	0.014542478	0.024952719	23	"Further Education"	"Capital"	49.88235294
"387"	386	"LUPS ESF"	"Priority 1: Progressing into Employment"	45	114336	248084.32	97.64023929	7	0.003048865	0.001078994	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	85.03937008
"388"	387	"LUPS ESF"	"Priority 1: Progressing into Employment"	25.7950815	127924	495899.67	73.15755237	8	0.003488912	0.000627754	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	92.91866029
"389"	388	"LUPS ESF"	"Priority 1: Progressing into Employment"	37.95834962	123343	324786.7	84.86091407	6	0.024066901	0.001383006	24	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	148.2258065
"390"	389	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.85859723	112770.05	251213.19	0	4	0.011648989	0.001234033	24	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	121.6330859
"391"	390	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.9999795	329340	485858.71	0	5	0.002444419	0.000601865	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	119.1239316
"392"	391	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.00020213	89050.75	222467.96	21.33162943	5	0.013274967	0.001355094	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	132.3170732
"393"	392	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.00004062	226507.43	648018.43	61.28485629	3	0.00135659	0.001061622	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	215.99073
"394"	393	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.000032	387463.51	1016919.31	22.61222227	14	0.001946256	0.005653857	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	88.01470588
"395"	394	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.83340504	162425.13	396561.7	22.34677417	4	0.010398651	0.000669017	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	85.06097561
"396"	395	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.47070947	154186.75	367834.41	21.53058089	16	0.026955182	0.007005035	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	109.7765363
"397"	396	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.79049863	123582.21	252131.08	23.79626637	4	0.010398651	0.000669017	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	131.1148087
"398"	397	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.46914009	120352.97	290200.64	23.86466171	7	0.003679435	0.001043908	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	117.6079734
"399"	398	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99983686	151712	150095.92	0	7	0.001445234	0.00237093	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	84.75644699
"400"	399	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99979963	101061	160367.54	0	3	0.001083947	7.9e-05	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	131.6602317
"401"	400	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00018518	89550.67	207676.81	0	5	0.000246611	0.002082457	3	4	55	0.00413384	0.003606908	17	"Economic and Social Development Body"	"Capital"	101.5384615
"402"	401	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.00000771	227079	602124.85	19.64243515	7	0.003282693	0.002619861	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	108.9863408
"403"	402	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.86339115	187306	478191.98	19.13050876	6	0.005028684	0.001403545	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	55.88785047
"404"	403	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.89443124	199614	489002.99	45.75927672	13	0.011527271	0.003800902	17	3	25	0.000133923	0.005037739	19	"Voluntary Sector"	"Capital"	107.7441077
"405"	404	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99999854	109586.78	239849.6	17.04450785	7	0.000638827	0.00133829	4	5	72	0.006495672	0.007782477	22	"Further Education"	"Capital"	67.48201439
"406"	405	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99995887	418166	972479.53	89.075436	8	0.003359793	0.002676636	8	3	62	0.004292727	0.010414978	26	"Further Education"	"Capital"	161.2074948
"407"	406	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99984676	117464	218068.57	61.88411383	10	0.001069963	0.002035067	4	4	55	0.001642688	0.002425652	18	"Voluntary Sector"	"Capital"	109.8253275
"408"	407	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.96863523	210591	443133.85	69.83046251	9	0.007684563	0.002761706	16	5	25	0.000245438	0.001305889	12	"Voluntary Sector"	"Capital"	91.95804196
"409"	408	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99996767	132986	309229.09	0	6	0.00376183	0.002219835	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	100.7827789
"410"	409	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99992858	138486	322059.46	18.96396645	5	0.003969973	0.001228396	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Revenue"	87.13136729
"411"	410	"LUPS ESF"	"Priority 1: Progressing into Employment"	30.80968905	131745.45	391899.51	91.6487214	5	0.007890579	0.001430617	9	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	50.4964539
"412"	411	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.16730325	212847	427967.14	0	15	0.01007978	0.005016113	9	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	101.7793594
"413"	412	"LUPS ESF"	"Priority 1: Progressing into Employment"	32.99186462	752715	2280460.02	81.66046188	5	0.005216697	0.001141401	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	289.3267652
"414"	413	"LUPS ESF"	"Priority 1: Progressing into Employment"	26.85122807	242944.74	804021.56	68.78700689	11	0.006244996	0.003558124	3	5	25	0.000245438	0.001305889	12	"Voluntary Sector"	"Capital"	90.47619048
"415"	414	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.78558573	130953.47	309881.79	52.40706242	3	0.008677333	0.000596013	9	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	121.3740458
"416"	415	"LUPS ESF"	"Priority 1: Progressing into Employment"	36.63628294	253818	685213.92	17.83104337	5	0.001333636	0.002082457	2	3	60	0.004617543	0.019490187	29	"Voluntary Sector"	"Capital"	122.4770642
"417"	416	"LUPS ESF"	"Priority 1: Progressing into Employment"	32.88824154	475759	1361212.09	84.70288326	5	0.003717612	0.001718327	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	104.9070986
"418"	417	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.00004113	102121	274439.57	99.60077731	6	0.000949188	0.000866269	1	2	17	0.000120532	0.000344211	13	"Voluntary Sector"	"Capital"	93.83561644
"419"	418	"LUPS ESF"	"Priority 1: Progressing into Employment"	23.1564719	81888	308916.6	65.96998549	11	0.004940872	0.004595777	4	7	128	0.015131222	0.039589133	24	"Local Authority"	"Capital"	65.87677725
"420"	419	"LUPS ESF"	"Priority 1: Progressing into Employment"	34.42193442	274981	794931.53	56.04768456	3	0.004695241	0.000611756	11	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	92.72967614
"421"	420	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.4026429	998009	2924302.43	75.09692359	24	0.020509033	0.013147455	17	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	93.93012397
"422"	421	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.11884528	107444	305944	61.84243195	4	0.005467134	0.001572482	11	9	226	0.039839478	0.041399109	29	"Voluntary Sector"	"Capital"	93.1166348
"423"	422	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.17999876	233155.3	552762.7	90.47994374	5	0.004898558	0.001035519	11	5	63	0.008109401	0.010209599	22	"Voluntary Sector"	"Capital"	128.4337349
"424"	423	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.999979	854222	1653309.69	42.81333179	25	0.004693259	0.008731495	10	2	104	0.004121998	0.008257364	29	"Economic and Social Development Body"	"Capital"	66.62025065
"425"	424	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.9998456	103905.17	220809.37	72.91514374	4	1.13e-05	0.001562048	3	4	9	0.003685123	0.000166758	3	"Voluntary Sector"	"Capital"	140.3846154
"426"	425	"LUPS ESF"	"Priority 2: Progressing through Employment"	42.99995732	141039	292558.72	69.54395454	6	0.002834047	0.000624323	2	4	66	0.003217296	0.010394901	23	"Further Education"	"Capital"	80.36474164
"427"	426	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99008272	293060	656862.55	93.17408616	11	3.77e-05	0.001796373	2	3	12	1.75e-05	1.1e-05	10	"Economic and Social Development Body"	"Capital"	136.2763916
"428"	427	"LUPS ESF"	"Priority 2: Progressing through Employment"	27.87363726	141721	409118.66	80.46531653	9	0.00304589	0.002822005	4	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	86.5
"429"	428	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99999836	274308.47	636098.75	80.04662044	6	0.002461383	0.003023994	3	3	10	0.000549327	0.00047215	7	"Economic and Social Development Body"	"Capital"	112.5
"430"	429	"LUPS ESF"	"Priority 2: Progressing through Employment"	40.0000019	84115.26	211683.51	8.780333499	13	0.001373986	0.004893694	0	5	72	0.006495672	0.007782477	22	"Further Education"	"Capital"	75.66188198
"431"	430	"LUPS ESF"	"Priority 2: Progressing through Employment"	32.6664	1070654	2228946.95	68.00672547	28	0.008032128	0.00794239	3	4	53	0.000295074	0.005490667	28	"Voluntary Sector"	"Capital"	27.03027789
"432"	431	"LUPS ESF"	"Priority 2: Progressing through Employment"	41.99997453	98949	203589.15	68.61970008	7	0.032430376	0.005997187	4	4	18	0.004690362	0.003060629	8	"Further Education"	"Capital"	116.3037975
"433"	432	"LUPS ESF"	"Priority 2: Progressing through Employment"	40.48504884	216761	534901.1	88.18742459	13	0.008310863	0.005432269	2	7	109	0.006122982	0.0369968	23	"Higher Education"	"Capital"	110.5166052
"434"	433	"LUPS ESF"	"Priority 2: Progressing through Employment"	45.00003356	1341082	1336883.42	44.85915012	5	0.014080501	0.001368797	3	5	48	0.003034272	0.007464121	19	"Further Education"	"Capital"	315.8529896
"435"	434	"LUPS ESF"	"Priority 2: Progressing through Employment"	43.00003427	652412	1515402.89	93.99126042	7	0.037235266	0.004359074	3	6	353	0.066805192	0.176729842	36	"Government Department/Agencies"	"Capital"	99.91020115
"436"	435	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99994963	223328	396329.92	68.12275406	3	0.003643424	0.000686655	1	3	109	0.014542478	0.024952719	23	"Further Education"	"Capital"	136.9098712
"437"	436	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	45.00004158	216461	511482.81	106.332077	15	0.015719083	0.005840009	2	3	44	0.00178266	0.003855782	19	"Further Education"	"Capital"	103.7735849
"438"	437	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	45.00001456	2163058	4786607.93	82.45425849	19	0.023098447	0.010837696	1	3	36	0.000190976	0.00375309	20	"Voluntary Sector"	"Capital"	101.5055159
"439"	438	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	45.00001371	656543	1112678.94	76.26395766	7	0.010604879	0.002102889	1	3	36	0.000190976	0.00375309	20	"Voluntary Sector"	"Capital"	87.00614574
"440"	439	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	45.00000295	1069483.3	2370688.74	77.46253749	4	0.000410294	0.000717717	4	5	86	0.003044348	0.005285533	29	"Government Department/Agencies"	"Capital"	126.1904762
"441"	440	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99999932	299168.37	662173.56	72.93133386	3	0.000364275	0.000629773	4	5	86	0.003044348	0.005285533	29	"Government Department/Agencies"	"Capital"	114.2857143
"442"	441	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	40.00000137	116851.76	301025.39	27.80885552	8	0.005326235	0.002427792	2	5	72	0.006495672	0.007782477	22	"Further Education"	"Capital"	57.23076923
"443"	442	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	39.13653936	123203	312161.06	70.59879035	7	0.009117112	0.00260617	0	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	281.2217195
"444"	443	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99999951	92359.07	137142.85	66.81994723	7	0.003878016	0.002227343	1	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	3.317535545
"445"	444	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	45	184581.9	409822.62	70.13137827	3	0.000375522	0.000619022	4	5	86	0.003044348	0.005285533	29	"Government Department/Agencies"	"Capital"	142.8571429
"446"	445	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	45	943579.8	2156487.16	13.3404259	9	0.008714048	0.00189649	1	5	48	0.003034272	0.007464121	19	"Further Education"	"Capital"	233.202203
"447"	446	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.78077823	200756.68	448309.94	93.84923743	10	0.001205279	0.002887166	2	2	9	4.63e-05	0.000115467	8	"Voluntary Sector"	"Capital"	438.8235294
"448"	447	"LUPS ESF"	"Priority 3: Improving Access to Lifelong Learning"	44.99998741	178780	0	0	5	0.004176205	0.000439337	1	2	104	0.004121998	0.008257364	29	"Economic and Social Development Body"	"Capital"	NA
"450"	449	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.82934077	2211513.9	5286991.98	88.96505102	2	0.001196425	0.00052082	1	2	23	0.005438093	0.017804852	23	"Local Authority"	"Capital"	123.271665
"451"	450	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00000176	6479141.14	12543970.38	58.88342312	6	0.001604354	0.001632591	2	4	104	0.00712184	0.020439319	32	"Local Authority"	"Capital"	0
"452"	451	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.13991369	2632822.64	6622835.89	68.84158067	2	0.001998542	0.00052082	3	4	125	0.011118241	0.029744722	27	"Local Authority"	"Capital"	77.41738066
"453"	452	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.69269076	4187493.82	9317943.88	79.42280125	6	0.004299805	0.001132996	4	3	111	0.01441027	0.03626876	24	"Local Authority"	"Capital"	92.30688497
"454"	453	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.32909355	4243841	7903828.01	69.05658781	3	0.002075203	0.000536345	5	3	85	0.003419535	0.020475082	26	"Local Authority"	"Capital"	34.83419721
"455"	454	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.06554294	1711848	1766851.39	41.35288894	5	0.0068538	0.000545713	0	3	81	0.003279778	0.057782633	25	"Local Authority"	"Capital"	81.08938547
"456"	455	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99995334	1215623.73	3038286.58	83.58607303	9	0.006107182	0.001786792	4	5	82	0.006388513	0.031137274	26	"Local Authority"	"Capital"	111.211394
"457"	456	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.00000559	2413200	5336856.89	82.5988044	3	0.026715975	0.001509421	18	7	50	0.004009198	0.005356898	21	"Government Department/Agencies"	"Capital"	137.3478939
"458"	457	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.9999748	625123	1367330.22	98.42835002	5	0.002023239	0.000778364	4	7	50	0.004009198	0.005356898	21	"Government Department/Agencies"	"Capital"	95.75757576
"459"	458	"LUPS ESF"	"Priority 2: Progressing through Employment"	32.98664711	236983	718418.9	89.50050458	2	0.0003707	0.000170175	4	7	50	0.004009198	0.005356898	21	"Government Department/Agencies"	"Capital"	59.09090909
"460"	459	"LUPS ESF"	"Priority 1: Progressing into Employment"	36.593368	225611.13	615558.55	86.50970616	7	0.00275833	0.00120208	5	5	63	0.008109401	0.010209599	22	"Voluntary Sector"	"Capital"	96.88888889
"461"	460	"LUPS ESF"	"Priority 1: Progressing into Employment"	32.84013678	915225.01	2770147.9	66.85434275	7	0.000964034	0.002245981	5	5	63	0.008109401	0.010209599	22	"Voluntary Sector"	"Capital"	87.65201123
"462"	461	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99997819	733660	844051.87	36.62529421	6	0.005563488	0.000949618	11	12	167	0.015013752	0.033801501	27	"Economic and Social Development Body"	"Capital"	52.95420975
"463"	462	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.58371942	165562.16	407952.16	77.73439905	5	0.00504242	0.001117429	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	111.2709832
"464"	463	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.80059885	152624.73	356208.61	71.14902415	9	0.02038046	0.004079274	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	94.83695652
"465"	464	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.83725609	118640.67	289550.99	99.66622685	5	0.016245194	0.001677927	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	100.6644518
"466"	465	"LUPS ESF"	"Priority 1: Progressing into Employment"	37.7427952	119429.24	315316.08	75.45548888	5	0.002659769	0.000213983	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	152.9711375
"467"	466	"LUPS ESF"	"Priority 1: Progressing into Employment"	37.43658234	227318.14	607208.03	80.71130681	3	0.001308046	0.000592608	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	104.2906574
"468"	467	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99999962	421565.86	1007890.18	65.64076165	8	0.00190066	0.002081896	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	71.60409556
"469"	468	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.48406244	323011	688487.9	55.98090124	12	0.060007099	0.011360299	24	4	138	0.009355966	0.030900916	29	"Voluntary Sector"	"Capital"	94.67625899
"470"	469	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99976938	97564	191482.84	35.65319865	11	0.014672711	0.006414934	24	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	137.3913043
"471"	470	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.9999709	309274	554448.33	0	7	0.003170108	0.001884587	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	107.217695
"472"	471	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.43592015	146293	306586.19	91.02864298	7	0.003842566	0.00189	5	4	55	0.001642688	0.002425652	18	"Voluntary Sector"	"Capital"	174.6411483
"473"	472	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99970459	137097	179753.4	0	10	0.001100555	0.003564562	13	9	80	0.011805313	0.01394627	23	"Further Education"	"Capital"	76.97019192
"474"	473	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.65630443	121838	291194.51	67.5845007	4	0.001324551	0.00094294	4	4	126	0.01123909	0.016947436	26	"Voluntary Sector"	"Capital"	149.132948
"475"	474	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99968898	101279	225114.47	100.0215359	5	0.002133887	0.000675901	12	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	80.87912088
"476"	475	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.23535004	49760	72297.76	61.36497589	12	0.0087731	0.003655732	18	2	41	0.000709154	0.003184827	19	"Voluntary Sector"	"Capital"	126.7973856
"477"	476	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.45067167	392680	1085510.98	97.9986079	6	0.023521161	0.002859139	24	11	95	0.01237314	0.019710859	32	"Voluntary Sector"	"Capital"	121.3155704
"478"	477	"LUPS ESF"	"Priority 1: Progressing into Employment"	21.47445282	131643.7	591432.92	96.47782871	3	0.003171823	0.000551525	3	7	128	0.015131222	0.039589133	24	"Local Authority"	"Capital"	110.2236422
"479"	478	"LUPS ESF"	"Priority 1: Progressing into Employment"	37.00000455	325048	857732.14	74.16404745	4	0.002029942	0.000615461	3	3	60	0.004617543	0.019490187	29	"Voluntary Sector"	"Capital"	84.66257669
"480"	479	"LUPS ESF"	"Priority 1: Progressing into Employment"	31.84625309	172286	540177.97	77.13835484	7	0.009518282	0.001910001	9	11	230	0.032295069	0.112963239	27	"Local Authority"	"Capital"	114.2487047
"481"	480	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99999843	6872726.91	15184731.38	62.95980037	6	0.045684273	0.001904901	18	1	26	0.000487302	0.016241651	19	"Government Department/Agencies"	"Capital"	108.9092097
"482"	481	"LUPS ESF"	"Priority 1: Progressing into Employment"	34.99999979	168204.07	461037.31	94.87733296	8	0.000212905	0.003642861	0	4	18	0.004690362	0.003060629	8	"Further Education"	"Capital"	49.56896552
"483"	482	"LUPS ESF"	"Priority 1: Progressing into Employment"	40.00007781	308461	771164.65	81.88976478	14	0.001549777	0.005415744	7	3	62	0.004292727	0.010414978	26	"Further Education"	"Capital"	126.4800861
"484"	483	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.0000213	201455	479399.39	43.02682794	10	0.008661592	0.002452223	17	3	25	0.000133923	0.005037739	19	"Voluntary Sector"	"Capital"	121.2365591
"485"	484	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99979059	139678	252700.76	51.09303891	18	0.006902807	0.007830653	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	62.28571429
"486"	485	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.99989659	145531	303014.21	52.09725657	8	0.015775089	0.002407162	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	70.84942085
"487"	486	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99976537	143844	318175.28	56.93715412	5	0.001595432	0.000844666	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	70.15151515
"488"	487	"LUPS ESF"	"Priority 1: Progressing into Employment"	38.99998538	266834	653739.92	62.61203759	6	0.014950027	0.003486156	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	143.4733894
"489"	488	"LUPS ESF"	"Priority 1: Progressing into Employment"	44.99999928	624990.5	867339.57	62.44939727	9	0.013471131	0.002919671	24	27	100	0.015899484	0.018442046	23	"Further Education"	"Capital"	74.69492614
"490"	489	"LUPS ESF"	"Priority 1: Progressing into Employment"	45.0000361	205029.97	448456.65	84.66735535	2	0.000786959	0.001699916	3	4	9	0.003685123	0.000166758	3	"Voluntary Sector"	"Capital"	133.4987593
"491"	490	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.99997296	130177	295637.34	87.92720808	5	0.000300895	0.001109596	1	2	17	0.000120532	0.000344211	13	"Voluntary Sector"	"Capital"	142.364532
"492"	491	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.99996699	242345	209127.68	34.51732157	7	0.000527094	0.001882941	2	4	40	0.003194374	0.002108276	17	"Voluntary Sector"	"Capital"	68.08510638
"493"	492	"LUPS ESF"	"Priority 1: Progressing into Employment"	40	177109.7	442774.25	84.17864408	6	0.000586873	0.001363262	5	5	44	0.002853045	0.003249265	16	"Further Education"	"Capital"	136.4628821
"494"	493	"LUPS ESF"	"Priority 1: Progressing into Employment"	43.38893247	267127	556689.2	62.70933491	6	0.003321817	0.001137079	10	5	25	0.000245438	0.001305889	12	"Voluntary Sector"	"Capital"	77.01612903
"495"	494	"LUPS ESF"	"Priority 1: Progressing into Employment"	41.39718135	275497	610625.2	88.78128076	6	0.001187768	0.002153197	4	2	72	0.004473381	0.011631067	23	"Voluntary Sector"	"Capital"	296.7213115
"496"	495	"LUPS ESF"	"Priority 1: Progressing into Employment"	35.00002916	480038	496959.23	36.23377221	5	0.017178467	0.000832338	11	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	77.29549249
"497"	496	"LUPS ESF"	"Priority 1: Progressing into Employment"	37.07959819	358976.86	928098.68	76.855404	3	0.003132593	0.000581274	7	8	188	0.016047518	0.043519698	27	"Voluntary Sector"	"Capital"	110.9335576
"498"	497	"LUPS ESF"	"Priority 1: Progressing into Employment"	42.56995526	329474	771536.24	81.66428971	8	0.00548696	0.002524761	18	23	183	0.026901749	0.038315513	27	"Economic and Social Development Body"	"Capital"	95.32178218
"499"	498	"LUPS ESF"	"Priority 1: Progressing into Employment"	39.98907737	569113.82	1423173.17	88.3992487	8	0.005609396	0.001446417	5	4	125	0.011118241	0.029744722	27	"Local Authority"	"Capital"	73.4678045
"500"	499	"LUPS ESF"	"Priority 1: Progressing into Employment"	37.99908598	312143.07	793704.73	82.14238502	9	0.000642449	0.002751684	5	3	45	0.001128224	0.00164734	18	"Voluntary Sector"	"Capital"	77.21179625
"501"	500	"LUPS ESF"	"Priority 1: Progressing into Employment"	45	91012.95	158816.68	51.83517016	9	0.000204406	0.0037485	2	2	14	0.000225836	0.000150172	8	"Voluntary Sector"	"Capital"	106.3333333
"502"	501	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99995148	463720	911041.96	83.25117468	2	0.000360136	0.00052082	4	7	50	0.004009198	0.005356898	21	"Government Department/Agencies"	"Capital"	70.8
"503"	502	"LUPS ESF"	"Priority 2: Progressing through Employment"	44.99000007	681679.96	1469704.46	89.05279611	22	0.005934266	0.011109855	2	9	191	0.008410047	0.013876805	25	"Voluntary Sector"	"Capital"	267.5489282
